names,popularity,scores,links,imgs
北京环球度假区,10,4.5,https://you.ctrip.com/sight/beijing1/2045497.html,https://dimg04.c-ctrip.com/images/0100i120008y7o60eD123_C_220_140.jpg
故宫博物院,9.9,4.8,https://you.ctrip.com/sight/beijing1/229.html,https://dimg04.c-ctrip.com/images/0100j1200046x94ebB936_C_220_140.jpg
八达岭长城,9.2,4.7,https://you.ctrip.com/sight/beijing1/230.html,https://dimg04.c-ctrip.com/images/100k0z000000n1uqq02C3_C_220_140.jpg
颐和园,9.0,4.7,https://you.ctrip.com/sight/beijing1/231.html,https://dimg04.c-ctrip.com/images/10061f000001gqux10383_C_220_140.jpg
恭王府,8.8,4.7,https://you.ctrip.com/sight/beijing1/5174.html,https://dimg04.c-ctrip.com/images/010261200087dxb2445A6_C_220_140.jpg
中国国家博物馆,8.8,,https://you.ctrip.com/sight/beijing1/62722.html,https://dimg04.c-ctrip.com/images/0104s1200099jozmm77CB_C_220_140.jpg
天坛,8.7,4.6,https://you.ctrip.com/sight/beijing1/233.html,https://dimg04.c-ctrip.com/images/10040h0000008s9n50143_C_220_140.jpg
天安门广场,8.7,,https://you.ctrip.com/sight/beijing1/228.html,https://dimg04.c-ctrip.com/images/0105e12000b1bccpi8DF1_C_220_140.jpg
北京野生动物园,8.4,4.7,https://you.ctrip.com/sight/beijing1/107469.html,https://dimg04.c-ctrip.com/images/10030c00000063u6rBDAE_C_220_140.jpg
北京动物园,8.0,4.5,https://you.ctrip.com/sight/beijing1/5173.html,https://dimg04.c-ctrip.com/images/1A0a180000015a3d9EE3E_C_220_140.jpg
古北水镇,8.4,4.7,https://you.ctrip.com/sight/beijing1/1411592.html,https://dimg04.c-ctrip.com/images/0104r120008wxqnbrC251_C_220_140.jpg
圆明园,8.3,,https://you.ctrip.com/sight/beijing1/5208.html,https://dimg04.c-ctrip.com/images/100r1d000001ejwzz8DC0_C_220_140.jpg
北京欢乐谷,7.8,4.7,https://you.ctrip.com/sight/beijing1/57491.html,https://dimg04.c-ctrip.com/images/10091f000001gsov1E90E_C_220_140.jpg
慕田峪长城,8.1,4.9,https://you.ctrip.com/sight/beijing1/243.html,https://dimg04.c-ctrip.com/images/1A0s16000000zdudt0434_C_220_140.jpg
中国科学技术馆,8.0,4.7,https://you.ctrip.com/sight/beijing1/107625.html,https://dimg04.c-ctrip.com/images/100s0u000000j0c24DFE2_C_220_140.jpg
北京海洋馆,7.8,4.5,https://you.ctrip.com/sight/beijing1/52674.html,https://dimg04.c-ctrip.com/images/100f1f000001gq9cx0533_C_220_140.jpg
什刹海,7.8,4.7,https://you.ctrip.com/sight/beijing1/140172.html,https://dimg04.c-ctrip.com/images/010691200082f4a1h9957_C_220_140.jpg
南锣鼓巷,7.8,4.5,https://you.ctrip.com/sight/beijing1/64955.html,https://dimg04.c-ctrip.com/images/100g1f000001gqxbtA231_C_220_140.jpg
明十三陵,7.5,4.5,https://you.ctrip.com/sight/beijing1/234.html,https://dimg04.c-ctrip.com/images/100m1f000001gznjj0C53_C_220_140.jpg
北海公园,7.6,4.7,https://you.ctrip.com/sight/beijing1/232.html,https://dimg04.c-ctrip.com/images/100m0z000000nndr64E9A_C_220_140.jpg
